term	reading	meaning	detail	example	exampleMeaning	partOfSpeech
交渉活用	こうしょうかつよう	협상 활용	협상을 활용하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉活用の結果を共有した。	회의에서는 협상 활용 결과를 공유했다.	복합명사
交渉確認	こうしょうかくにん	협상 확인	협상을 확인하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉確認の結果を共有した。	회의에서는 협상 확인 결과를 공유했다.	복합명사
交渉管理	こうしょうかんり	협상 관리	협상을 관리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉管理の結果を共有した。	회의에서는 협상 관리 결과를 공유했다.	복합명사
交渉維持	こうしょういじ	협상 유지	협상을 유지하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉維持の結果を共有した。	회의에서는 협상 유지 결과를 공유했다.	복합명사
交渉縮小	こうしょうしゅくしょう	협상 축소	협상을 축소하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉縮小の結果を共有した。	회의에서는 협상 축소 결과를 공유했다.	복합명사
交渉解釈	こうしょうかいしゃく	협상 해석	협상을 해석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉解釈の結果を共有した。	회의에서는 협상 해석 결과를 공유했다.	복합명사
交渉記録	こうしょうきろく	협상 기록	협상을 기록하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉記録の結果を共有した。	회의에서는 협상 기록 결과를 공유했다.	복합명사
交渉評価	こうしょうひょうか	협상 평가	협상을 평가하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉評価の結果を共有した。	회의에서는 협상 평가 결과를 공유했다.	복합명사
交渉調整	こうしょうちょうせい	협상 조정	협상을 조정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉調整の結果を共有した。	회의에서는 협상 조정 결과를 공유했다.	복합명사
交渉調査	こうしょうちょうさ	협상 조사	협상을 조사하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では交渉調査の結果を共有した。	회의에서는 협상 조사 결과를 공유했다.	복합명사
交通網を予測する	こうつうもうをよそくする	교통망을 예측하다	교통망을 예측한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を予測した。	담당자는 회의에서 교통망을 예측했다.	동사구
交通網を体系化する	こうつうもうをたいけいかする	교통망을 체계화하다	교통망을 체계화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を体系化した。	담당자는 회의에서 교통망을 체계화했다.	동사구
交通網を促進する	こうつうもうをそくしんする	교통망을 촉진하다	교통망을 촉진한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を促進した。	담당자는 회의에서 교통망을 촉진했다.	동사구
交通網を保護する	こうつうもうをほごする	교통망을 보호하다	교통망을 보호한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を保護した。	담당자는 회의에서 교통망을 보호했다.	동사구
交通網を共有する	こうつうもうをきょうゆうする	교통망을 공유하다	교통망을 공유한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を共有した。	담당자는 회의에서 교통망을 공유했다.	동사구
交通網を具体化する	こうつうもうをぐたいかする	교통망을 구체화하다	교통망을 구체화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を具体化した。	담당자는 회의에서 교통망을 구체화했다.	동사구
交通網を処理する	こうつうもうをしょりする	교통망을 처리하다	교통망을 처리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を処理した。	담당자는 회의에서 교통망을 처리했다.	동사구
交通網を分析する	こうつうもうをぶんせきする	교통망을 분석하다	교통망을 분석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を分析した。	담당자는 회의에서 교통망을 분석했다.	동사구
交通網を可視化する	こうつうもうをかしかする	교통망을 시각화하다	교통망을 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を可視化した。	담당자는 회의에서 교통망을 시각화했다.	동사구
交通網を導入する	こうつうもうをどうにゅうする	교통망을 도입하다	교통망을 도입한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を導入した。	담당자는 회의에서 교통망을 도입했다.	동사구
交通網を強化する	こうつうもうをきょうかする	교통망을 강화하다	교통망을 강화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を強化した。	담당자는 회의에서 교통망을 강화했다.	동사구
交通網を復旧する	こうつうもうをふっきゅうする	교통망을 복구하다	교통망을 복구한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を復旧した。	담당자는 회의에서 교통망을 복구했다.	동사구
交通網を把握する	こうつうもうをはあくする	교통망을 파악하다	교통망을 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を把握した。	담당자는 회의에서 교통망을 파악했다.	동사구
交通網を抑制する	こうつうもうをよくせいする	교통망을 억제하다	교통망을 억제한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を抑制した。	담당자는 회의에서 교통망을 억제했다.	동사구
交通網を拡大する	こうつうもうをかくだいする	교통망을 확대하다	교통망을 확대한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を拡大した。	담당자는 회의에서 교통망을 확대했다.	동사구
交通網を推進する	こうつうもうをすいしんする	교통망을 추진하다	교통망을 추진한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を推進した。	담당자는 회의에서 교통망을 추진했다.	동사구
交通網を改善する	こうつうもうをかいぜんする	교통망을 개선하다	교통망을 개선한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を改善した。	담당자는 회의에서 교통망을 개선했다.	동사구
交通網を改定する	こうつうもうをかいていする	교통망을 개정하다	교통망을 개정한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を改定した。	담당자는 회의에서 교통망을 개정했다.	동사구
交通網を数値化する	こうつうもうをすうちかする	교통망을 수치화하다	교통망을 수치화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を数値化した。	담당자는 회의에서 교통망을 수치화했다.	동사구
交通網を整理する	こうつうもうをせいりする	교통망을 정리하다	교통망을 정리한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を整理した。	담당자는 회의에서 교통망을 정리했다.	동사구
交通網を明確化する	こうつうもうをめいかくかする	교통망을 명확히 하다	교통망을 명확히 한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を明確化した。	담당자는 회의에서 교통망을 명확히 했다.	동사구
交通網を最適化する	こうつうもうをさいてきかする	교통망을 최적화하다	교통망을 최적화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で交通網を最適化した。	담당자는 회의에서 교통망을 최적화했다.	동사구
